0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
Shot Chart Detail,0020000258,86,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,1,2,35,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8,-23,82,1,0,20001205,LAL,PHI
Shot Chart Detail,0020000258,92,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,1,1,50,Missed Shot,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8,11,82,1,0,20001205,LAL,PHI
Shot Chart Detail,0020000258,114,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,1,0,5,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,9,-98,-8,1,0,20001205,LAL,PHI
Shot Chart Detail,0020000258,149,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,2,8,47,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-79,7,1,1,20001205,LAL,PHI
Shot Chart Detail,0020000258,159,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,2,7,28,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,0,20001205,LAL,PHI
Shot Chart Detail,0020000258,161,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,2,7,23,Made Shot,Slam Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20001205,LAL,PHI
Shot Chart Detail,0020000258,226,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,2,1,36,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,66,45,1,0,20001205,LAL,PHI
Shot Chart Detail,0020000258,228,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,2,1,33,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,9,60,72,1,1,20001205,LAL,PHI
Shot Chart Detail,0020000258,254,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,2,0,0,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20001205,LAL,PHI
Shot Chart Detail,0020000258,262,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,3,10,56,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,11,-115,2,1,0,20001205,LAL,PHI
Shot Chart Detail,0020000258,270,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,3,10,5,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,11,117,2,1,0,20001205,LAL,PHI
Shot Chart Detail,0020000258,287,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,3,8,49,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-10,72,1,1,20001205,LAL,PHI
Shot Chart Detail,0020000258,294,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,3,7,57,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8,-1,82,1,0,20001205,LAL,PHI
Shot Chart Detail,0020000258,307,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,3,5,52,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,45,17,1,0,20001205,LAL,PHI
Shot Chart Detail,0020000258,315,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,3,5,19,Made Shot,Slam Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20001205,LAL,PHI
Shot Chart Detail,0020000258,332,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,3,3,20,Missed Shot,Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,0,20001205,LAL,PHI
Shot Chart Detail,0020000258,336,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,3,2,52,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-1,28,1,0,20001205,LAL,PHI
Shot Chart Detail,0020000258,340,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,3,2,31,Made Shot,Slam Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20001205,LAL,PHI
Shot Chart Detail,0020000258,352,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,3,1,44,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-16,45,1,0,20001205,LAL,PHI
Shot Chart Detail,0020000258,369,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,3,0,6,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20001205,LAL,PHI
Shot Chart Detail,0020000258,410,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,4,8,2,Made Shot,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,8,-50,72,1,1,20001205,LAL,PHI
Shot Chart Detail,0020000258,414,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,4,7,27,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20001205,LAL,PHI
Shot Chart Detail,0020000258,419,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,4,7,1,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20001205,LAL,PHI
Shot Chart Detail,0020000258,433,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,4,5,30,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,11,-31,106,1,0,20001205,LAL,PHI
Shot Chart Detail,0020000267,23,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,1,9,46,Missed Shot,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,75,17,1,0,20001206,GSW,LAL
Shot Chart Detail,0020000267,41,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,1,8,4,Made Shot,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,1,49,1,1,20001206,GSW,LAL
Shot Chart Detail,0020000267,49,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,1,6,56,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,1,55,1,0,20001206,GSW,LAL
Shot Chart Detail,0020000267,89,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,1,2,39,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20001206,GSW,LAL
Shot Chart Detail,0020000267,99,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,1,0,40,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,37,21,1,0,20001206,GSW,LAL
Shot Chart Detail,0020000267,159,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,2,5,5,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20001206,GSW,LAL
Shot Chart Detail,0020000267,177,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,2,3,1,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,0,20001206,GSW,LAL
Shot Chart Detail,0020000267,178,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,2,2,59,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20001206,GSW,LAL
Shot Chart Detail,0020000267,190,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,2,1,42,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,45,17,1,1,20001206,GSW,LAL
Shot Chart Detail,0020000267,199,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,2,0,59,Made Shot,Turnaround Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-18,45,1,1,20001206,GSW,LAL
Shot Chart Detail,0020000267,227,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,3,9,57,Made Shot,Running Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,1,45,1,1,20001206,GSW,LAL
Shot Chart Detail,0020000267,246,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,3,8,50,Made Shot,Slam Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20001206,GSW,LAL
Shot Chart Detail,0020000267,298,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,3,4,54,Made Shot,Turnaround Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,16,45,1,1,20001206,GSW,LAL
Shot Chart Detail,0020000267,339,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,3,0,5,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,17,-174,-4,1,0,20001206,GSW,LAL
Shot Chart Detail,0020000267,408,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,4,5,14,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-67,21,1,0,20001206,GSW,LAL
Shot Chart Detail,0020000267,413,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,4,4,39,Made Shot,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,75,11,1,1,20001206,GSW,LAL
Shot Chart Detail,0020000267,415,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,4,3,57,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,9,-96,0,1,0,20001206,GSW,LAL
Shot Chart Detail,0020000267,475,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,5,4,22,Made Shot,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,45,21,1,1,20001206,GSW,LAL
Shot Chart Detail,0020000280,5,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,1,11,5,Made Shot,Slam Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20001208,LAL,SEA
Shot Chart Detail,0020000280,12,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,1,10,20,Made Shot,Slam Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20001208,LAL,SEA
Shot Chart Detail,0020000280,35,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,1,8,11,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,8,-58,61,1,1,20001208,LAL,SEA
Shot Chart Detail,0020000280,37,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,1,7,41,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,18,68,1,0,20001208,LAL,SEA
Shot Chart Detail,0020000280,129,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,2,10,57,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,0,20001208,LAL,SEA
Shot Chart Detail,0020000280,133,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,2,10,31,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20001208,LAL,SEA
Shot Chart Detail,0020000280,136,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,2,9,49,Missed Shot,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-10,78,1,0,20001208,LAL,SEA
Shot Chart Detail,0020000280,148,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,2,8,36,Missed Shot,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-58,28,1,0,20001208,LAL,SEA
Shot Chart Detail,0020000280,160,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,2,7,25,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,0,20001208,LAL,SEA
Shot Chart Detail,0020000280,169,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,2,6,12,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,10,5,106,1,1,20001208,LAL,SEA
Shot Chart Detail,0020000280,180,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,2,5,29,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,75,7,1,0,20001208,LAL,SEA
Shot Chart Detail,0020000280,198,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,2,3,22,Missed Shot,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-1,40,1,0,20001208,LAL,SEA
Shot Chart Detail,0020000280,199,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,2,3,19,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20001208,LAL,SEA
Shot Chart Detail,0020000280,210,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,2,2,25,Made Shot,Turnaround Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-23,28,1,1,20001208,LAL,SEA
Shot Chart Detail,0020000280,254,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,3,10,40,Made Shot,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,8,75,28,1,1,20001208,LAL,SEA
Shot Chart Detail,0020000280,271,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,3,8,53,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,0,20001208,LAL,SEA
Shot Chart Detail,0020000280,288,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,3,6,45,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-31,61,1,0,20001208,LAL,SEA
Shot Chart Detail,0020000280,340,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,3,2,29,Made Shot,Turnaround Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,8,-86,17,1,1,20001208,LAL,SEA
Shot Chart Detail,0020000280,396,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,4,8,46,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,8,-86,-19,1,1,20001208,LAL,SEA
Shot Chart Detail,0020000280,399,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,4,8,10,Missed Shot,Hook Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,0,20001208,LAL,SEA
Shot Chart Detail,0020000280,401,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,4,8,7,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,0,20001208,LAL,SEA
Shot Chart Detail,0020000280,413,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,4,7,30,Made Shot,Slam Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20001208,LAL,SEA
Shot Chart Detail,0020000280,430,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,4,5,25,Made Shot,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,16,70,1,1,20001208,LAL,SEA
Shot Chart Detail,0020000280,482,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,4,1,33,Made Shot,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,3,70,1,1,20001208,LAL,SEA
Shot Chart Detail,0020000297,63,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,1,5,16,Made Shot,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,60,23,1,1,20001210,LAL,DET
Shot Chart Detail,0020000297,68,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,1,4,24,Made Shot,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8,26,82,1,1,20001210,LAL,DET
Shot Chart Detail,0020000297,91,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,1,2,14,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,12,54,116,1,1,20001210,LAL,DET
Shot Chart Detail,0020000297,189,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,2,5,34,Missed Shot,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,8,60,61,1,0,20001210,LAL,DET
Shot Chart Detail,0020000297,193,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,2,5,10,Made Shot,Slam Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20001210,LAL,DET
Shot Chart Detail,0020000297,195,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,2,4,53,Made Shot,Slam Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20001210,LAL,DET
Shot Chart Detail,0020000297,238,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,2,0,38,Missed Shot,Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,0,20001210,LAL,DET
Shot Chart Detail,0020000297,244,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,2,0,3,Missed Shot,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,10,39,99,1,0,20001210,LAL,DET
Shot Chart Detail,0020000297,256,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,3,10,24,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-23,68,1,1,20001210,LAL,DET
Shot Chart Detail,0020000297,263,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,3,9,34,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,12,-58,110,1,0,20001210,LAL,DET
Shot Chart Detail,0020000297,278,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,3,7,55,Missed Shot,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-16,40,1,0,20001210,LAL,DET
Shot Chart Detail,0020000297,284,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,3,7,13,Made Shot,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-10,55,1,1,20001210,LAL,DET
Shot Chart Detail,0020000297,288,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,3,6,34,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20001210,LAL,DET
Shot Chart Detail,0020000297,294,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,3,5,54,Made Shot,Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20001210,LAL,DET
Shot Chart Detail,0020000297,309,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,3,4,7,Made Shot,Hook Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,10,102,7,1,1,20001210,LAL,DET
Shot Chart Detail,0020000297,314,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,3,3,25,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,0,20001210,LAL,DET
Shot Chart Detail,0020000297,320,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,3,2,36,Made Shot,Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20001210,LAL,DET
Shot Chart Detail,0020000297,323,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,3,2,19,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20001210,LAL,DET
Shot Chart Detail,0020000309,4,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,1,11,36,Missed Shot,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,18,51,1,0,20001212,LAL,MIL
Shot Chart Detail,0020000309,34,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,1,9,9,Missed Shot,Tip Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,0,20001212,LAL,MIL
Shot Chart Detail,0020000309,47,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,1,8,3,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,16,159,-29,1,0,20001212,LAL,MIL
Shot Chart Detail,0020000309,56,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,1,6,58,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,8,87,7,1,0,20001212,LAL,MIL
Shot Chart Detail,0020000309,84,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,1,3,59,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20001212,LAL,MIL
Shot Chart Detail,0020000309,142,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,2,10,35,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,9,94,2,1,1,20001212,LAL,MIL
Shot Chart Detail,0020000309,149,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,2,9,43,Made Shot,Slam Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20001212,LAL,MIL
Shot Chart Detail,0020000309,154,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,2,9,3,Made Shot,Slam Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20001212,LAL,MIL
Shot Chart Detail,0020000309,279,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,3,9,25,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-23,61,1,1,20001212,LAL,MIL
Shot Chart Detail,0020000309,281,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,3,8,47,Made Shot,Slam Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20001212,LAL,MIL
Shot Chart Detail,0020000309,286,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,3,8,30,Made Shot,Slam Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20001212,LAL,MIL
Shot Chart Detail,0020000309,291,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,3,8,2,Missed Shot,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,9,60,68,1,0,20001212,LAL,MIL
Shot Chart Detail,0020000309,297,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,3,7,24,Made Shot,Slam Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20001212,LAL,MIL
Shot Chart Detail,0020000309,310,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,3,5,27,Missed Shot,Hook Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,9,94,13,1,0,20001212,LAL,MIL
Shot Chart Detail,0020000309,323,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,3,3,28,Made Shot,Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20001212,LAL,MIL
Shot Chart Detail,0020000309,371,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,4,11,25,Missed Shot,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-23,72,1,0,20001212,LAL,MIL
Shot Chart Detail,0020000309,372,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,4,11,21,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,26,28,1,0,20001212,LAL,MIL
Shot Chart Detail,0020000309,390,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,4,9,22,Missed Shot,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-37,55,1,0,20001212,LAL,MIL
Shot Chart Detail,0020000309,411,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,4,7,29,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20001212,LAL,MIL
Shot Chart Detail,0020000309,473,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,4,0,58,Made Shot,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8,-31,78,1,1,20001212,LAL,MIL
Shot Chart Detail,0020000309,484,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,4,0,8,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,0,20001212,LAL,MIL
Shot Chart Detail,0020000320,16,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,1,10,0,Made Shot,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,1,40,1,1,20001213,POR,LAL
Shot Chart Detail,0020000320,47,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,1,6,46,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-48,-4,1,0,20001213,POR,LAL
Shot Chart Detail,0020000320,49,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,1,6,42,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,0,20001213,POR,LAL
Shot Chart Detail,0020000320,58,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,1,5,31,Missed Shot,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,8,66,51,1,0,20001213,POR,LAL
Shot Chart Detail,0020000320,69,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,1,4,30,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,10,-42,101,1,0,20001213,POR,LAL
Shot Chart Detail,0020000320,72,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,1,4,18,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,10,45,91,1,0,20001213,POR,LAL
Shot Chart Detail,0020000320,78,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,1,3,25,Made Shot,Hook Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,22,21,1,1,20001213,POR,LAL
Shot Chart Detail,0020000320,85,406,Shaquille O'Neal,1610612747,Los Angeles Lakers,1,2,45,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,64,28,1,0,20001213,POR,LAL
